cast,genres,movie_id,original_title,plot
"['Katie Parker', 'Courtney Bell', 'Morgan Pete...","['Mystery', 'Horror', 'Thriller']",74777,Absentia,Tricia's husband Daniel has been missing for s...
"['Shari Albert', 'Maxine Bahns', 'Catharine Bo...","['Comedy', 'Drama', 'Romance']",16388,The Brothers McMullen,Deals with the lives of the three Irish Cathol...
"['Matt Johnson', 'Owen Williams', 'Krista Madi...",['Drama'],159770,The Dirties,Two best friends are filming a comedy about ge...
"['Sônia Braga', 'Marcello Mastroianni', 'Anton...","['Drama', 'Romance']",42109,"Gabriela, Cravo e Canela","In 1925, Gabriela becomes cook, mistress, and ..."
"['Lena Dunham', 'Laurie Simmons', 'Grace Dunham']","['Romance', 'Comedy', 'Drama']",47607,Tiny Furniture,"After graduating from film school, Aura return..."
"['Richard Tyson', 'Sherri Eakin', 'Jeremy Ivy']","['Thriller', 'Horror']",193603,Hayride,A college student returning home for Halloween...
"['Josh Wise', 'Chelse Swain', 'Sean Shanks']","['Drama', 'Comedy', 'Family']",84659,The Naked Ape,The Naked Ape is a coming-of-age film followin...
[],['Documentary'],322745,Counting,An associative collection of visual impression...
"['Matt Foyer', 'John Bolen', 'Ralph Lucas']","['Horror', 'Thriller', 'Fantasy']",20981,The Call of Cthulhu,A dying professor leaves his great-nephew a co...
[],['Documentary'],174362,Bending Steel,"The Cyclone, The Freakshow, The Mermaid Parade..."
"['Brenton Thwaites', 'Olivia Cooke', 'Beau Kna...","['Thriller', 'Science Fiction']",242095,The Signal,Three college students on a road trip across t...
"['Todd McFarlane', 'Rob Liefeld', 'Jim Lee']",['Documentary'],250902,The Image Revolution,"Twenty years ago, seven superstar artists left..."
"['Paul Eenhoorn', 'Richmond Arquette', 'Sam Bu...",['Drama'],158895,This Is Martin Bonner,"Two men, at opposite ends of the social spectr..."
"['Katrina Bowden', 'Jon Gries', 'Malcolm Goodw...",['Comedy'],222250,A True Story,Mike and Matt own nothing and share everything...
"['Candace Evanofski', 'Donald Holden', 'Damian...",['Drama'],18292,George Washington,A delicately told and deceptively simple story...
"['Derick Martini', 'Amy Hathaway', 'Steven Mar...","['Comedy', 'Romance']",125537,Smiling Fish & Goat On Fire,Two brothers share a house in LA's Fairfax dis...
"['Barry Corbin', 'Brooke Coleman', 'Kurt Cole']","['Thriller', 'Drama', 'Science Fiction']",326576,Dawn of the Crescent Moon,A group of college students travel to a small ...
"['Kyle Hoskins', 'Elissa Dowling', 'Linda Cies...",['Horror'],228550,Raymond Did It,Mentally challenged Raymond Rourke gets blamed...
"['Robbie Robertson', 'Rick Danko', 'Levon Helm']","['Documentary', 'Music']",13963,The Last Waltz,Martin Scorsese's rockumentary intertwines foo...
"['Alison Monda', 'Alicia Mendez', 'Ivey Bronwen']","['Thriller', 'Horror']",290391,"Run, Hide, Die",On the anniversary weekend of the death of a y...
"['Zoe Kazan', 'Mark Rendall', 'Maryann Urbano']","['Drama', 'Romance']",44770,The Exploding Girl,"On a summer break from college, Ivy, a young e..."
"['Robert Bones', 'Kirpatrick Thomas', 'Dave Ko...","['Action', 'Western']",69382,The Legend of God's Gun,A gun-slinging preacher returns to the debauch...
"['Justin Rice', 'Rachel Clift', 'Andrew Bujals...","['Drama', 'Comedy']",40769,Mutual Appreciation,Alan is a musician who leaves a busted-up band...
"['Nichole Ceballos', 'James Ezrin', 'Everardo ...",['Horror'],220490,Her Cry: La Llorona Investigation,"Crew of ""Paranormal Legends"" went to film thei..."
"['Robert Hill', 'Robin Hill', 'Julia Deakin']","['Drama', 'Action', 'Comedy']",42151,Down Terrace,After serving jail time for a mysterious crime...
"[""Brian O'Halloran"", 'Jeff Anderson', 'Jason M...",['Comedy'],2292,Clerks,Convenience and video store clerks Dante and R...
"['Bobby Kendall', 'Donald L. Brooks', 'Charles...","['Drama', 'Romance']",42497,Pink Narcissus,An erotic poem set in the fantasies of a young...
"['Kate Dollenmayer', 'Mark Herlehy', 'Christia...","['Drama', 'Comedy']",33693,Funny Ha Ha,"Unsure of what to do next, 23-year-old Marnie ..."
"['Aaron Eckhart', 'Stacy Edwards', 'Matt Malloy']","['Comedy', 'Drama']",14585,In the Company of Men,Two business executives--one an avowed misogyn...
"['Franky G', 'Leo Minaya', 'Manuel Cabral']",['Drama'],185465,Manito,"Fifteen years ago, their Washington Heights ne..."
"['Brendan Fletcher', 'Shaun Sipos', 'Michael P...","['Action', 'Drama', 'Crime']",38780,Rampage,The boredom of small town life is eating Bill ...
"['Richard Linklater', 'Mark James']",['Comedy'],14022,Slacker,"Presents a day in the life in Austin, Texas am..."
"['R.L. Mann', 'Tama Filianga', 'Mikaal Bates']","['Thriller', 'Crime', 'Drama']",366967,Dutch Kills,A desperate ex-con is forced to gather his old...
"['Suzi Lorraine', 'Jared Degado', 'Heather Dor...","['Comedy', 'Romance']",255266,Dry Spell,Sasha tries to get her soon-to-be ex husband K...
['Alex Kendrick'],"['Drama', 'Family']",17345,Flywheel,"Jay Austin wants to sell you a used car, but w..."
"['Stephen Lang', 'Kelly Blatz', 'Brittany Curr...","['Thriller', 'Horror']",226458,Backmask,"During an all-night, drug-fueled party at an a..."
"['Mark Duplass', 'Katie Aselton', 'Rhett Wilki...","['Drama', 'Comedy', 'Romance']",24055,The Puffy Chair,Josh's life is pretty much in the toilet. He's...
"['Louis Brooke', 'Allan Bryan Weku', 'Judy Gic...",['Drama'],287625,Stories of Our Lives,Created by the members of a Nairobi-based arts...
"['Zoe Lister-Jones', 'Daryl Wein', 'Julie White']","['Comedy', 'Romance']",44990,Breaking Upwards,"'Breaking Upwards' explores a young, real-life..."
"['Jason Trost', 'Lucas Till', 'James Remar']","['Science Fiction', 'Thriller']",86304,All Superheroes Must Die,"Masked vigilantes Charge (Jason Trost), Cutthr..."
"['Divine', 'David Lochary', 'Mary Vivian Pearce']","['Horror', 'Comedy', 'Crime']",692,Pink Flamingos,Notorious Baltimore criminal and underground f...
"['Maggie Cheung', 'Nick Nolte', 'Béatrice Dalle']",['Drama'],39851,Clean,"After losing her husband to a heroin overdose,..."
"['Nargess Mamizadeh', 'Maryiam Palvin Almani',...","['Drama', 'Foreign']",13898,دایره,Various women struggle to function in the oppr...
"['Michael Parle', 'Emma Eliza Regan', ""Patrick...",['Horror'],157185,Tin Can Man,Recently dumped by his girlfirend for another ...
"['Koji Yakusho', 'Masato Hagiwara', 'Tsuyoshi ...","['Crime', 'Horror', 'Mystery']",36095,キュア,A wave of gruesome murders is sweeping Tokyo. ...
"['Tony Sancho', 'Michael Cortez', 'Donato Cruz']",['Drama'],182291,On The Downlow,Isaac and Angel are two young Latinos involved...
"['Sasha Ramos', 'Erin Cline', 'Emily Rogers']","['Thriller', 'Horror', 'Comedy']",286939,Sanctuary: Quite a Conundrum,"It should have been just a normal day of sex, ..."
"['Darling Narita', 'Peter Greene', 'Michael Ne...",['Drama'],124606,Bang,A young woman in L.A. is having a bad day: she...
"['Shane Carruth', 'David Sullivan', 'Casey Goo...","['Science Fiction', 'Drama', 'Thriller']",14337,Primer,Friends/fledgling entrepreneurs invent a devic...
[],"['Foreign', 'Thriller']",67238,Cavite,"Adam, a security guard, travels from Californi..."
"['Carlos Gallardo', 'Jaime de Hoyos', 'Peter M...","['Action', 'Crime', 'Thriller']",9367,El Mariachi,El Mariachi just wants to play his guitar and ...
"['Edward Burns', 'Kerry Bishé', 'Marsha Dietle...","['Comedy', 'Romance']",72766,Newlyweds,A newlywed couple's honeymoon is upended by th...
"['Eric Mabius', 'Kristin Booth', 'Crystal Lowe']","['Comedy', 'Drama', 'Romance']",231617,"Signed, Sealed, Delivered","""Signed, Sealed, Delivered"" introduces a dedic..."
"['Daniel Henney', 'Eliza Coupe', 'Bill Paxton']",[],126186,Shanghai Calling,When ambitious New York attorney Sam is sent t...
"['Drew Barrymore', 'Brian Herzlinger', 'Corey ...",['Documentary'],25975,My Date with Drew,Ever since the second grade when he first saw ...
"['Vicky Kaushal', 'Paresh Rawal', 'Mohit Raina']","['Action', 'Drama', 'War']",tt8291224,Uri: The Surgical Strike,Indian army special forces execute a covert o...
"['Vicky Ahuja', 'Shoaib Ibrahim', 'Shrikant Ka...",['War'],tt9472208,Battalion 609,The story of Battalion 609 revolves around a ...
"['Anupam Kher', 'Akshaye Khanna', 'Aahana Kumra']","['Biography', 'Drama']",tt6986710,The Accidental Prime Minister,Explores Manmohan Singh's tenure as the Prime...
"['Emraan Hashmi', 'Shreya Dhanwanthary', 'Snig...","['Crime', 'Drama']",tt8108208,Why Cheat India,The movie focuses on existing malpractices in...
"['Mona Ambegaonkar', 'Ananth Narayan Mahadevan...",['Drama'],tt6028796,Evening Shadows,Under the 'Evening Shadows' truth often play...
"['Geetika Vidya Ohlyan', 'Saloni Batra', 'Vika...",['Drama'],tt6078866,Soni,While fighting crimes against women in Delhi ...
"['Arshad Warsi', 'Saurabh Shukla', 'Flora Saini']","['Comedy', 'Drama']",tt5013008,Fraud Saiyyan,Fraud Saiyyan is the story of a con artist in...
"['Radhika Apte', 'Akshay Oberoi', 'Siddhanth K...","['Comedy', 'Crime', 'Drama']",tt4971258,Bombairiya,It follows the story of Meghna who gets embr...
"['Kangana Ranaut', 'Rimi Sen', 'Atul Kulkarni']","['Action', 'Biography', 'Drama']",tt6903440,Manikarnika: The Queen of Jhansi,Story of Rani Lakshmibai one of the leading ...
"['Nawazuddin Siddiqui', 'Amrita Rao', 'Abdul Q...","['Biography', 'Drama']",tt7777196,Thackeray,Biographical account of Shiv Sena Supremo Ba...
"['Ali Asgar', 'Vivan Bhatena', 'Nargis Fakhri']","['Horror', 'Thriller']",tt8396186,Amavas,The lives of a couple turn into a nightmare ...
"['Ranveer Singh', 'Alia Bhatt', 'Siddhant Chat...","['Drama', 'Music']",tt2395469,Gully Boy,A coming-of-age story based on the lives of s...
"['Prit Kamani', 'Simran Sharma', 'Anshuman Mal...",['Drama'],tt9319812,Hum chaar,The story of the film revolves around four co...
"['Ajay Devgn', 'Madhuri Dixit', 'Anil Kapoor']","['Action', 'Adventure', 'Comedy']",tt7639372,Total Dhamaal,A group of people learn about a hidden treasu...
"['Sushant Singh Rajput', 'Bhumi Pednekar', 'Ma...","['Action', 'Crime', 'Drama']",tt8108200,Sonchiriya,Set in the Chambal valley the film follows t...
"['Amitabh Bachchan', 'Taapsee Pannu', 'Amrita ...","['Crime', 'Drama', 'Mystery']",tt8130968,Badla,A dynamic young entrepreneur finds herself lo...
"['Abhimanyu Dasani', 'Radhika Madan', 'Prateek...","['Action', 'Comedy']",tt8055888,Mard Ko Dard Nahin Hota,It is a story of a young boy Surya who has a ...
"['Talha Arshad Reshi', 'Vikas Kumar', 'Rasika ...",['Drama'],tt7527082,Hamid,Eight year-old Hamid learns that 786 is God's...
"['Nawazuddin Siddiqui', 'Sanya Malhotra', 'Sac...","['Drama', 'Romance']",tt7778680,Photograph,A struggling street photographer in Mumbai p...
"['Garima Agarwal', 'Anupama', 'Parveen Bansala']",['Thriller'],tt9795264,Risknamaa,Sher Singh is the Sarpanch of his village. Wh...
"['Rasika Agashe', 'Sonia Albizuri', 'Syna Anand']",['Drama'],tt8207768,Mere Pyare Prime Minister,A story about four children living in a Mumba...
"['Barun Sobti', 'Rajit Kapur', 'Panchhi Bora']",['Sport'],tt9496212,22 Yards,A dramatic portrayal of a victorious tale of ...
"['Akshay Kumar', 'Parineeti Chopra', 'Suvinder...","['Action', 'Drama', 'History']",tt6264938,Kesari,Based on an incredible true story of the Batt...
"['Zaheer Iqbal', 'Pranutan Bahl', 'Mir Mohamme...","['Drama', 'Romance']",tt9105014,Notebook,An ex-army officer Kabir becomes a teacher ...
"['Vidyut Jammwal', 'Lars Kjeldsen', '']","['Action', 'Adventure']",tt7463730,Junglee,The story revolves around a vet who on his h...
"['Deepika Amin', 'Kumar Kanchan Ghosh', 'Brije...",['Drama'],tt10017956,Gone Kesh,Enakshi is diagnosed with Alopecia where she...
"['Manav Kaul', 'Nandita Das', '']",['Drama'],tt4355838,Albert Pinto Ko Gussa Kyun Aata Hai?,Albert Pinto goes missing one day and his gir...
"['Naseeruddin Shah', 'Mithun Chakraborty', 'Sh...","['Drama', 'Mystery', 'Thriller']",tt8108268,The Tashkent Files,The Tashkent Files is a thriller that revolve...
"['Varun Dhawan', 'Alia Bhatt', 'Aditya Roy Kap...","['Drama', 'Romance']",tt6988116,Kalank,The lives of six enigmatic characters become ...
"['Shreyas Talpade', 'Aftab Shivdasani', 'Sonna...",['Thriller'],tt9239772,Setters,A thriller set in Benares Jaipur Mumbai and...
"['Tiger Shroff', 'Ananya Panday', 'Tara Sutaria']","['Drama', 'Romance', 'Sport']",tt7255568,Student of the Year 2,A student must face off against bullies and o...
"['Boman Irani', 'Vivek Oberoi', 'Barkha Bisht']","['Biography', 'Drama']",tt9558612,PM Narendra Modi,Biography of India's Prime Minister Shri Nare...
"['Ajay Devgn', 'Tabu', 'Rakul Preet Singh']","['Comedy', 'Romance']",tt8647400,De De Pyaar De,A 50-year-old single father faces disapproval...
"['Arjun Kapoor', 'Sudev Nair', 'Rajesh Sharma']","['Action', 'Thriller']",tt8484942,India's Most Wanted,A group of intelligence officers embark on a ...
"['Gavie Chahal', 'Mohan Agashe', 'Mohan Joshi']","['Action', 'Adventure', 'Drama']",tt5525846,Yeh Hai India,Yeh Hai India follows the story of a 25 year...
"['Prabhu Deva', 'Tamannaah Bhatia', 'Bhoomika ...","['Horror', 'Thriller']",tt8268972,Khamoshi,A remake of an English movie Hush (2016) whe...
"['Shahid Kapoor', 'Kiara Advani', 'Soham Majum...","['Drama', 'Romance']",tt8983202,Kabir Singh,Kabir Singh is a remake of a Telugu movie Arj...
"['Ayushmann Khurrana', 'Nassar', 'Manoj Pahwa']","['Crime', 'Drama']",tt10324144,Article 15,In the rural heartlands of India an upright ...
"['Anupam Kher', 'Kumud Mishra', 'Esha Gupta']","['Action', 'Crime', 'Thriller']",tt8130558,One Day: Justice Delivered,A Crime Branch Special Officer Investigates t...
"['Karanvir Bohra', 'Priya Banerjee', '']","['Action', 'Drama', 'Romance']",tt6862542,Hume Tumse Pyaar Kitna,It is about limerence of Dhruv (played by Boh...
"['Hrithik Roshan', 'Mrunal Thakur', 'Nandish S...","['Biography', 'Drama']",tt7485048,Super 30,Based on life of Patna-based mathematician An...
"['Jimmy Sheirgill', 'Mahie Gill', 'Nandish Sin...","['Action', 'Drama']",tt8897986,Family of Thakurganj,The film is based on small town of North Indi...
"['John Abraham', 'Nora Fatehi', 'Mrunal Thakur']","['Action', 'Drama', 'Thriller']",tt8869978,Batla House,After a deadly encounter a police officer wo...
"['Rishi Kapoor', 'Jimmy Sheirgill', 'Sunny Sin...",['Comedy'],tt8206760,Jhootha Kahin Ka,Two boys go to Mauritius to study and love it...
"['Kangana Ranaut', 'Rajkummar Rao', 'Amyra Das...","['Comedy', 'Drama', 'Thriller']",tt8108196,Judgementall Hai Kya,Following the story of two quirky individuals...
"['Natalia Janoszek', 'Ashutosh Rana', 'Makrand...",['Drama'],tt7189494,Chicken Curry Law,An ambitious and innocent girl falls prey to ...
"['Diljit Dosanjh', 'Kriti Sanon', 'Varun Sharma']","['Action', 'Comedy']",tt7881524,Arjun Patiala,This spoof comedy narrates the story of a cop...
"['Sidharth Malhotra', 'Parineeti Chopra', 'Jav...","['Action', 'Comedy', 'Drama']",tt8785426,Jabariya Jodi,A thug helps kidnap grooms in order to avoid ...
"['Rajeev Khandelwal', 'Atul Kulkarni', 'Abhima...","['Action', 'Crime', 'Drama']",tt7228072,Pranaam,A peon's son who is an aspiring IAS officer i...
"['Zaira Wasim', 'Priyanka Chopra', 'Farhan Akh...","['Drama', 'Family', 'Romance']",tt8902990,The Sky Is Pink,It is based on the love story of a couple spa...
"['Akshay Kumar', 'Vidya Balan', 'Nithya Menon']","['Drama', 'History']",tt9248972,Mission Mangal,Based on true events of the Indian Space Rese...
"['Jacqueline Fernandez', 'Shraddha Kapoor', 'P...","['Action', 'Thriller']",tt6836936,Saaho,An undercover cop becomes embroiled in a batt...
"['Ayushmann Khurrana', 'Nushrat Bharucha', 'An...","['Comedy', 'Romance']",tt9248940,Dream Girl,Rom-com Movie directed by Raaj Shaandilyaa ...
"['Akshaye Khanna', 'Richa Chadha', 'Meera Chop...","['Crime', 'Drama']",tt8144834,Section 375,A celebrated Bollywood director Rohan Khurana...
"['Sonam Kapoor', 'Dulquer Salmaan', 'Sanjay Ka...","['Comedy', 'Drama', 'Romance']",tt8304386,The Zoya Factor,Based Anuja Chauhan's novel Zoya Factor is a...
"['Karan Deol', 'Sahher Bambba', 'Simone Singh']","['Action', 'Drama', 'Romance']",tt6978954,Pal Pal Dil Ke Paas,When video blogger Saher Sethi embarks on a t...
"['Sanjay Dutt', 'Jackie Shroff', 'Ali Fazal']","['Action', 'Drama']",tt8706884,Prassthanam,A rural politician marries a widow with kids ...
"['Bhavesh Kumar', 'Jimmy Sheirgill', 'Kumud Mi...","['Crime', 'Drama', 'Romance']",tt10816510,P Se Pyaar F Se Faraar,High-school sweethearts Suraj Maali and Janvi...
"['Sanaya Irani', 'Shivam Bhaargava', 'Vikram B...","['Horror', 'Thriller']",tt9378950,Ghost,The story of the film follows Karan Khanna a...
"['Ayushmann Khurrana', 'Bhumi Pednekar', 'Yami...",['Comedy'],tt9420648,Bala,It tells the story of a man who is balding pr...
"['Siddhanth Kapoor', 'Prateik', 'Anita Raj']","['Comedy', 'Romance']",tt11007050,#Yaaram,All set for an arranged marriage Rohit Bajaj...
